,datetime,Average Wind Speed
353,2022-07-23 16:15:00,5.541666666666667
354,2022-07-23 16:30:00,5.791666666666667
355,2022-07-23 16:45:00,5.916666666666667
356,2022-07-23 17:00:00,6.416666666666667
357,2022-07-23 17:15:00,6.75
358,2022-07-23 17:30:00,6.333333333333333
359,2022-07-23 17:45:00,6.375
360,2022-07-23 18:00:00,6.583333333333333
361,2022-07-23 18:15:00,6.541666666666667
362,2022-07-23 18:30:00,6.583333333333333
363,2022-07-23 18:45:00,6.708333333333333
364,2022-07-23 19:00:00,6.666666666666667
365,2022-07-23 19:15:00,6.583333333333333
366,2022-07-23 19:30:00,5.875
367,2022-07-23 19:45:00,5.5
368,2022-07-23 20:00:00,5.333333333333333
369,2022-07-23 20:15:00,5.166666666666667
370,2022-07-23 20:30:00,4.916666666666667
371,2022-07-23 20:45:00,5.25
372,2022-07-23 21:00:00,5.25
373,2022-07-23 21:15:00,4.666666666666667
374,2022-07-23 21:30:00,5.166666666666667
375,2022-07-23 21:45:00,4.916666666666667
376,2022-07-23 22:00:00,5.208333333333333
377,2022-07-23 22:15:00,5.625
378,2022-07-23 22:30:00,5.541666666666667
379,2022-07-23 22:45:00,5.333333333333333
380,2022-07-23 23:00:00,4.833333333333333
381,2022-07-23 23:15:00,4.166666666666667
382,2022-07-23 23:30:00,3.9166666666666665
383,2022-07-23 23:45:00,3.3333333333333335
384,2022-07-24 00:00:00,3.0833333333333335
385,2022-07-24 00:15:00,2.361111111111111
386,2022-07-24 00:30:00,2.388888888888889
387,2022-07-24 00:45:00,1.9444444444444444
388,2022-07-24 01:00:00,1.711111111111111
389,2022-07-24 01:15:00,1.8888888888888886
390,2022-07-24 01:30:00,1.9444444444444444
391,2022-07-24 01:45:00,2.283333333333333
392,2022-07-24 02:00:00,2.3452380952380953
393,2022-07-24 02:15:00,2.9166666666666665
394,2022-07-24 02:30:00,3.222222222222222
395,2022-07-24 02:45:00,3.1111111111111107
396,2022-07-24 03:00:00,2.777777777777778
397,2022-07-24 03:15:00,2.2777777777777777
398,2022-07-24 03:30:00,2.005952380952381
399,2022-07-24 03:45:00,2.388888888888889
400,2022-07-24 04:00:00,2.611111111111111
401,2022-07-24 04:15:00,2.8333333333333335
402,2022-07-24 04:30:00,1.9444444444444444
403,2022-07-24 04:45:00,1.5555555555555554
404,2022-07-24 05:00:00,1.5888888888888888
405,2022-07-24 05:15:00,2.0
406,2022-07-24 05:30:00,1.75
407,2022-07-24 05:45:00,1.6944444444444446
408,2022-07-24 06:00:00,2.111111111111111
409,2022-07-24 06:15:00,2.1666666666666665
410,2022-07-24 06:30:00,2.1166666666666667
411,2022-07-24 06:45:00,2.3055555555555554
412,2022-07-24 07:00:00,2.357142857142857
413,2022-07-24 07:15:00,2.388888888888889
414,2022-07-24 07:30:00,2.2916666666666665
415,2022-07-24 07:45:00,2.4166666666666665
416,2022-07-24 08:00:00,2.152777777777778
417,2022-07-24 08:15:00,2.248015873015873
418,2022-07-24 08:30:00,2.433333333333333
419,2022-07-24 08:45:00,2.4
420,2022-07-24 09:00:00,1.8880952380952383
421,2022-07-24 09:15:00,2.395238095238095
422,2022-07-24 09:30:00,2.025
423,2022-07-24 09:45:00,2.0444444444444447
424,2022-07-24 10:00:00,2.5
425,2022-07-24 10:15:00,2.6666666666666665
426,2022-07-24 10:30:00,2.0
427,2022-07-24 10:45:00,2.0833333333333335
428,2022-07-24 11:00:00,2.1944444444444446
429,2022-07-24 11:15:00,2.3055555555555554
430,2022-07-24 11:30:00,2.3333333333333335
431,2022-07-24 11:45:00,2.222222222222222
432,2022-07-24 12:00:00,2.111111111111111
433,2022-07-24 12:15:00,2.125
434,2022-07-24 12:30:00,2.4166666666666665
435,2022-07-24 12:45:00,2.75
436,2022-07-24 13:00:00,2.7083333333333335
437,2022-07-24 13:15:00,2.6666666666666665
438,2022-07-24 13:30:00,3.0833333333333335
439,2022-07-24 13:45:00,3.2916666666666665
440,2022-07-24 14:00:00,3.25
441,2022-07-24 14:15:00,3.375
442,2022-07-24 14:30:00,3.625
443,2022-07-24 14:45:00,3.2916666666666665
444,2022-07-24 15:00:00,3.2916666666666665
445,2022-07-24 15:15:00,3.5833333333333335
446,2022-07-24 15:30:00,3.9166666666666665
447,2022-07-24 15:45:00,4.208333333333333
448,2022-07-24 16:00:00,4.041666666666667
449,2022-07-24 16:15:00,3.5833333333333335
450,2022-07-24 16:30:00,3.5416666666666665
451,2022-07-24 16:45:00,3.6666666666666665
452,2022-07-24 17:00:00,4.0
453,2022-07-24 17:15:00,4.125
454,2022-07-24 17:30:00,4.375
455,2022-07-24 17:45:00,4.291666666666667
456,2022-07-24 18:00:00,4.458333333333333
457,2022-07-24 18:15:00,4.208333333333333
458,2022-07-24 18:30:00,4.291666666666667
459,2022-07-24 18:45:00,4.833333333333333
460,2022-07-24 19:00:00,5.125
461,2022-07-24 19:15:00,4.791666666666667
462,2022-07-24 19:30:00,5.0
463,2022-07-24 19:45:00,4.708333333333333
464,2022-07-24 20:00:00,4.791666666666667
465,2022-07-24 20:15:00,4.791666666666667
466,2022-07-24 20:30:00,4.791666666666667
467,2022-07-24 20:45:00,4.541666666666667
468,2022-07-24 21:00:00,4.5
469,2022-07-24 21:15:00,4.083333333333333
470,2022-07-24 21:30:00,4.041666666666667
471,2022-07-24 21:45:00,4.458333333333333
