,date,B-E,temperature(C),B-N,B-Z,A-N,latitude,longitude,elevation(m),voltage(V),clockquality%,clockerror(s),numsatellites,antennastatus,status,locking,A-E,A-Z,current(A),inputvoltage(V),buffer%
153,2022-10-26 00:00:00+00:00,3.70776,35.41512,3.70926,3.71864,1.06362,-80.57228,28.57364,-12.0,8.72329,90.26389,8e-05,9.325,0.00139,0.18472,2.87778,1.08352,1.05838,0.19504,13.00191,100.0
154,2022-10-27 00:00:00+00:00,3.7066,36.15708,3.70872,3.71774,1.06153,-80.57228,28.57364,-12.0,8.71643,90.25694,7e-05,9.26806,0.0,0.17847,2.88403,1.08244,1.05838,0.19439,12.99854,100.0
155,2022-10-28 00:00:00+00:00,3.70626,36.1552,3.70915,3.71815,1.06106,-80.57228,28.57364,-12.0,8.72225,90.17361,6e-05,9.20486,0.0,0.15694,2.89931,1.08238,1.05838,0.19544,12.92441,100.0
156,2022-10-29 00:00:00+00:00,3.70544,36.46203,3.70872,3.71685,1.06049,-80.57228,28.57364,-12.0,8.71768,90.21528,9e-05,9.09653,0.0,0.16944,2.88681,1.08282,1.05838,0.19502,12.95161,100.0
157,2022-10-30 00:00:00+00:00,3.70584,37.73484,3.70857,3.71684,1.05957,-80.57228,28.57364,-12.0,8.7011,90.17361,7e-05,9.22639,0.00278,0.15903,2.89375,1.08223,1.05838,0.19559,12.94405,100.0
158,2022-10-31 00:00:00+00:00,3.71242,36.19678,3.71415,3.72287,1.06194,-80.57228,28.57364,-12.0,8.71993,90.28472,7e-05,9.27083,0.00139,0.17569,2.88681,1.08263,1.05838,0.1955,12.97072,100.0
159,2022-11-01 00:00:00+00:00,3.71223,35.8778,3.71325,3.72284,1.06096,-80.57228,28.57364,-12.0,8.72802,90.28472,8e-05,9.17083,0.0,0.17361,2.88958,1.08235,1.05838,0.19518,12.96651,100.0
160,2022-11-02 00:00:00+00:00,3.71256,37.25923,3.71334,3.72268,1.05879,-80.57228,28.57364,-12.0,8.71336,90.20833,6e-05,9.27292,0.0,0.15833,2.89722,1.08173,1.05838,0.19564,12.93496,100.0
161,2022-11-03 00:00:00+00:00,3.71261,36.98066,3.71283,3.72249,1.05839,-80.57228,28.57364,-12.0,8.72002,90.14583,6e-05,9.17361,0.00139,0.14444,2.90347,1.08018,1.05838,0.1953,12.9341,100.0
162,2022-11-04 00:00:00+00:00,3.71271,35.94693,3.71377,3.72295,1.06032,-80.57228,28.57364,-12.0,8.73375,90.18056,0.00011,9.19097,0.00139,0.15417,2.89167,1.08311,1.05838,0.19584,12.91064,100.0
163,2022-11-05 00:00:00+00:00,3.71172,37.66494,3.71357,3.72252,1.05892,-80.57228,28.57364,-12.0,8.7079,90.18056,0.0001,9.34514,0.00139,0.1625,2.89028,1.08213,1.05838,0.19634,12.87483,100.0
164,2022-11-06 00:00:00+00:00,3.71221,37.84245,3.71306,3.72262,1.0584,-80.57228,28.57364,-12.0,8.70729,90.23611,9e-05,9.27361,0.00139,0.17153,2.8875,1.08091,1.05838,0.19678,12.86809,100.0
165,2022-11-07 00:00:00+00:00,3.71304,36.56503,3.71342,3.72279,1.05859,-80.57228,28.57364,-12.0,8.72966,90.20139,6e-05,9.30139,0.00278,0.15486,2.89931,1.08011,1.05838,0.19674,12.87671,100.0
166,2022-11-08 00:00:00+00:00,3.71267,36.66108,3.71283,3.72256,1.05838,-79.0056,28.57364,-12.0,8.72945,90.1875,9e-05,9.33125,0.00139,0.15069,2.89931,1.07921,1.05838,0.1965,12.88194,100.0
167,2022-11-09 00:00:00+00:00,3.71318,34.66307,3.71485,3.72306,1.06002,-80.57228,28.57364,-12.0,8.75911,90.15972,9e-05,9.31736,0.0,0.14306,2.89931,1.08436,1.05838,0.19947,12.646,100.0
168,2022-11-10 00:00:00+00:00,3.71281,34.35382,3.71436,3.72313,1.06377,-80.57228,28.57364,-12.0,8.75958,90.15972,8e-05,9.28194,0.00278,0.14583,2.90347,1.08473,1.05838,0.19913,12.71762,100.0
169,2022-11-11 00:00:00+00:00,3.71266,36.0916,3.71396,3.72353,1.06298,-80.57228,28.57364,-12.0,8.73231,90.16667,9e-05,9.29306,0.00139,0.16111,2.88889,1.08327,1.05838,0.19686,12.85472,100.0
170,2022-11-12 00:00:00+00:00,3.7129,35.45329,3.71396,3.72361,1.06368,-80.57228,28.57364,-12.0,8.74062,90.18056,5e-05,9.17361,0.0,0.16528,2.89306,1.08359,1.05838,0.19634,12.90993,100.0
171,2022-11-13 00:00:00+00:00,3.71316,32.35167,3.71413,3.72312,1.06543,-80.57228,28.57364,-12.0,8.78474,90.23611,7e-05,9.20556,0.0,0.17639,2.88611,1.08541,1.05838,0.197,12.88608,100.0
172,2022-11-14 00:00:00+00:00,3.71344,35.08305,3.71379,3.72337,1.06364,-80.57228,28.57364,-12.0,8.74746,90.27083,7e-05,9.175,0.00278,0.17708,2.88542,1.0835,1.05838,0.19693,12.88696,100.0
173,2022-11-15 00:00:00+00:00,3.71288,35.20991,3.71356,3.72317,1.06336,-80.57228,28.57364,-12.0,8.74718,90.15972,9e-05,9.11806,0.00278,0.16181,2.88819,1.08369,1.05838,0.1974,12.90975,100.0
174,2022-11-16 00:00:00+00:00,3.71282,35.75732,3.71381,3.72338,1.06339,-80.57228,28.57364,-12.0,8.73987,90.13889,0.00013,9.22708,0.0,0.15833,2.88333,1.08363,1.05838,0.19668,12.88304,100.0
175,2022-11-17 00:00:00+00:00,3.71401,30.57662,3.71505,3.72389,1.06772,-80.57228,28.57364,-12.0,8.81314,90.22917,7e-05,9.24583,0.0,0.16806,2.89097,1.08749,1.05838,0.19734,12.82591,100.0
176,2022-11-18 00:00:00+00:00,3.71592,27.5228,3.71872,3.72473,1.06802,-80.57228,28.57364,-12.0,8.85435,90.17361,9e-05,9.22639,0.0,0.15972,2.89375,1.08755,1.06253,0.19643,12.87,100.0
177,2022-11-19 00:00:00+00:00,3.71585,29.06968,3.71719,3.72508,1.06651,-80.57228,28.57364,-12.0,8.83288,90.20139,7e-05,9.25139,0.00139,0.16389,2.89097,1.08683,1.06136,0.19781,12.77145,100.0
178,2022-11-20 00:00:00+00:00,3.71427,30.16953,3.71501,3.72408,1.06801,-80.57228,28.57364,-12.0,8.82542,90.20139,6e-05,9.32014,0.00139,0.14861,2.90347,1.08755,1.05838,0.19929,12.63159,100.0
179,2022-11-21 00:00:00+00:00,3.71353,31.34633,3.71419,3.72335,1.06682,-80.57228,28.57364,-12.0,8.8013,90.22222,0.0001,9.19861,0.00417,0.16597,2.88889,1.08739,1.05838,0.19922,12.67916,100.0
180,2022-11-22 00:00:00+00:00,3.71343,31.77831,3.71358,3.72334,1.06779,-80.57228,28.57364,-12.0,8.80018,90.11111,7e-05,9.21944,0.00278,0.12917,2.91111,1.08755,1.05838,0.1986,12.67195,100.0
181,2022-11-23 00:00:00+00:00,3.71312,31.57496,3.71328,3.72285,1.0668,-80.57228,28.57364,-12.0,8.80747,90.18056,0.0001,9.28333,0.00139,0.15208,2.89722,1.08733,1.05838,0.20029,12.70592,100.0
182,2022-11-24 00:00:00+00:00,3.71316,32.87553,3.71336,3.72291,1.06441,-80.57228,28.57364,-12.0,8.7941,90.29861,0.0001,9.18542,0.0,0.17847,2.88542,1.08452,1.05838,0.1995,12.79538,100.0
183,2022-11-25 00:00:00+00:00,3.71179,34.77919,3.71327,3.72304,1.06398,-80.57228,28.57364,-12.0,8.76323,90.22917,0.00012,9.26944,0.0,0.17847,2.87986,1.08373,1.05838,0.1989,12.74008,100.0
184,2022-11-26 00:00:00+00:00,3.71287,33.74212,3.71314,3.7226,1.06405,-80.57228,28.57364,-12.0,8.78015,90.17361,0.00011,9.25972,0.00139,0.16389,2.88542,1.08452,1.05838,0.19749,12.79293,100.0
185,2022-11-27 00:00:00+00:00,3.71309,35.57863,3.71428,3.72379,1.06341,-80.57228,28.57364,-12.0,8.75378,90.21528,0.0001,9.25486,0.00417,0.16111,2.89097,1.0835,1.05838,0.19735,12.81723,100.0
186,2022-11-28 00:00:00+00:00,3.71465,33.321,3.71651,3.72543,1.06359,-80.57228,28.57364,-12.0,8.79237,90.22222,7e-05,9.23194,0.00139,0.1625,2.89583,1.08468,1.05838,0.19715,12.81914,100.0
187,2022-11-29 00:00:00+00:00,3.71778,28.95346,3.71904,3.72701,1.06501,-80.57228,28.57364,-12.0,8.8369,90.22917,8e-05,9.16111,0.00139,0.18264,2.87847,1.08479,1.06311,0.19617,12.89932,100.0
188,2022-11-30 00:00:00+00:00,3.71465,34.32131,3.7153,3.72481,1.06423,-80.57228,28.57364,-12.0,8.77517,90.24306,0.0001,9.27014,0.00139,0.17917,2.87986,1.08416,1.05838,0.19692,12.85238,100.0
189,2022-12-01 00:00:00+00:00,3.71562,32.73596,3.71726,3.72616,1.06512,-80.57228,28.57364,-12.0,8.80087,90.17361,8e-05,9.21181,0.0,0.15556,2.89653,1.08582,1.05838,0.19681,12.84185,100.0
