,date,A-Z,B-E,B-Z,B-N,A-N,A-E,current(A),inputvoltage(V),latitude,longitude,elevation(m),voltage(V),clockquality%,clockerror(s),numsatellites,antennastatus,status,locking,buffer%,temperature(C)
203,2022-10-21 00:00:00+00:00,-0.43025,1.14589,1.13668,1.11672,-0.45033,-0.45576,0.14839,12.77008,-80.60079,28.60543,-17.0,9.18523,90.27778,8e-05,8.84306,0.0,0.19306,2.87222,100.0,35.18278
204,2022-10-22 00:00:00+00:00,-0.42867,1.14589,1.13629,1.11672,-0.44873,-0.45206,0.14705,12.90949,-80.60079,28.60543,-17.0,9.17914,90.21528,8e-05,9.02986,0.0,0.18403,2.87431,100.0,36.17494
205,2022-10-23 00:00:00+00:00,-0.42951,1.14589,1.13616,1.11672,-0.44939,-0.45371,0.14604,12.97836,-80.60079,28.60543,-17.0,9.19892,90.1875,9e-05,9.21389,0.0,0.17917,2.87569,100.0,37.06457
206,2022-10-24 00:00:00+00:00,-0.43142,1.14589,1.13721,1.11672,-0.45199,-0.45712,0.14656,12.97765,-80.60079,28.60543,-17.0,9.18636,90.1875,9e-05,9.07014,0.0,0.18542,2.87569,100.0,39.05198
207,2022-10-25 00:00:00+00:00,-0.43739,1.14589,1.1371,1.11672,-0.45759,-0.46065,0.14669,12.9794,-80.60079,28.60543,-17.0,9.16681,90.19444,0.00011,9.0375,0.0,0.18611,2.87083,100.0,38.26377
208,2022-10-26 00:00:00+00:00,-0.43946,1.14589,1.13762,1.11672,-0.45961,-0.46465,0.14661,12.97053,-80.60079,28.60543,-17.0,9.15349,90.15972,0.0001,9.04028,0.0,0.17847,2.87292,100.0,37.84544
209,2022-10-27 00:00:00+00:00,-0.44377,1.14589,1.13738,1.11672,-0.46514,-0.46825,0.14661,12.94953,-80.60079,28.60543,-17.0,9.16818,90.14583,8e-05,8.90486,0.0,0.17778,2.87986,100.0,39.58141
210,2022-10-28 00:00:00+00:00,-0.44944,1.14589,1.13636,1.11672,-0.47019,-0.47408,0.14692,12.88996,-80.60079,28.60543,-17.0,9.20231,90.1875,8e-05,9.12222,0.0,0.17292,2.88542,100.0,38.54917
211,2022-10-29 00:00:00+00:00,-0.45377,1.14589,1.13653,1.11672,-0.47493,-0.47791,0.14623,12.93775,-80.60079,28.60543,-17.0,9.22103,90.20139,0.0001,9.34514,0.0,0.17639,2.87847,100.0,38.49818
212,2022-10-30 00:00:00+00:00,-0.457,1.14588,1.13692,1.11672,-0.47736,-0.47961,0.14672,12.97488,-80.60079,28.60543,-17.0,9.21433,90.20139,6e-05,9.36528,0.0,0.17569,2.88542,100.0,39.50543
213,2022-10-31 00:00:00+00:00,-0.45824,1.14588,1.1363,1.11672,-0.47852,-0.48177,0.14612,12.96304,-80.60079,28.60543,-17.0,9.21241,90.125,8e-05,9.4125,0.0,0.16458,2.88472,100.0,39.22756
214,2022-11-01 00:00:00+00:00,-0.45967,1.14588,1.13643,1.11672,-0.48019,-0.48442,0.14695,12.91593,-80.60079,28.60543,-17.0,9.22353,90.1875,5e-05,9.32014,0.0,0.18264,2.87986,100.0,39.21986
215,2022-11-02 00:00:00+00:00,-0.46081,1.14589,1.13726,1.11672,-0.48181,-0.48606,0.14644,12.9658,-80.60079,28.60543,-17.0,9.21541,90.16667,0.00011,9.22569,0.0,0.17222,2.88333,100.0,40.14294
216,2022-11-03 00:00:00+00:00,-0.46483,1.14588,1.13616,1.11672,-0.48535,-0.4876,0.1464,12.96696,-80.60079,28.60543,-17.0,9.21723,90.19444,7e-05,8.95694,0.0,0.175,2.88333,100.0,39.51581
217,2022-11-04 00:00:00+00:00,-0.4641,1.14589,1.13633,1.11672,-0.48525,-0.48771,0.14604,12.99239,-80.60079,28.60543,-17.0,9.21285,90.15278,0.0001,8.92014,0.0,0.17014,2.88333,100.0,38.61245
218,2022-11-05 00:00:00+00:00,-0.46187,1.14589,1.13697,1.11672,-0.48328,-0.48673,0.14625,12.96408,-80.60079,28.60543,-17.0,9.20775,90.15278,7e-05,9.27083,0.0,0.16875,2.88472,100.0,39.62155
219,2022-11-06 00:00:00+00:00,-0.46299,1.14589,1.13619,1.11672,-0.4841,-0.4871,0.1462,12.96949,-80.60079,28.60543,-17.0,9.21655,90.18056,0.00011,9.32014,0.0,0.175,2.87639,100.0,39.45855
220,2022-11-07 00:00:00+00:00,-0.46387,1.14589,1.13616,1.11672,-0.48515,-0.48755,0.14614,12.96198,-80.60079,28.60543,-17.0,9.22315,90.16667,0.0001,9.45417,0.0,0.16806,2.88056,100.0,38.40329
221,2022-11-08 00:00:00+00:00,-0.46122,1.14589,1.13623,1.11672,-0.48249,-0.48621,0.1462,12.97488,-80.60079,28.60543,-17.0,9.21496,90.15278,6e-05,9.29236,0.0,0.16597,2.88889,100.0,38.6167
222,2022-11-09 00:00:00+00:00,-0.45953,1.14589,1.13616,1.11672,-0.47997,-0.48356,0.14735,12.74858,-80.60079,28.60543,-17.0,9.26675,90.125,9e-05,9.29861,0.0,0.13403,2.90139,100.0,34.51382
223,2022-11-10 00:00:00+00:00,-0.45566,1.14589,1.13616,1.11672,-0.47664,-0.47853,0.1482,12.67931,-80.60079,28.60543,-17.0,9.29915,90.14583,0.0001,9.41667,0.0,0.14306,2.89931,100.0,34.40588
224,2022-11-11 00:00:00+00:00,-0.44938,1.14586,1.13616,1.11672,-0.46994,-0.47355,0.14806,12.79127,-80.60079,28.60543,-17.0,9.27657,90.14583,6e-05,9.3,0.0,0.16042,2.89375,100.0,37.34445
225,2022-11-12 00:00:00+00:00,-0.44803,1.14589,1.13616,1.11672,-0.46796,-0.47,0.14711,12.90624,-80.60079,28.60543,-17.0,9.2517,90.22222,7e-05,9.18056,0.0,0.17847,2.88472,100.0,37.10067
226,2022-11-13 00:00:00+00:00,-0.44518,1.14589,1.13616,1.11672,-0.46606,-0.4682,0.1465,12.85693,-80.60079,28.60543,-17.0,9.26139,90.14583,7e-05,9.17917,0.0,0.15694,2.89375,100.0,33.41394
227,2022-11-14 00:00:00+00:00,-0.43805,1.14589,1.13637,1.11672,-0.4584,-0.46236,0.14697,12.91299,-80.60079,28.60543,-17.0,9.25207,90.1875,7e-05,9.23403,0.0,0.17361,2.88681,100.0,36.94392
228,2022-11-15 00:00:00+00:00,-0.43521,1.14589,1.13616,1.11672,-0.45599,-0.45853,0.14539,12.96919,-80.60079,28.60543,-17.0,9.2662,90.14583,7e-05,9.16875,0.0,0.16181,2.88958,100.0,35.64991
229,2022-11-16 00:00:00+00:00,-0.43531,1.14589,1.13616,1.11672,-0.45563,-0.45873,0.1469,12.91337,-80.60079,28.60543,-17.0,9.28251,90.22917,9e-05,9.13264,0.0,0.17708,2.88125,100.0,36.89145
230,2022-11-17 00:00:00+00:00,-0.43558,1.14589,1.13754,1.11672,-0.4556,-0.45886,0.14501,13.02019,-80.60079,28.60543,-17.0,9.29455,90.10417,6e-05,8.76389,0.0,0.16319,2.88681,100.0,32.93144
231,2022-11-18 00:00:00+00:00,-0.42332,1.14589,1.14164,1.11672,-0.44411,-0.44702,0.14509,12.9853,-80.60079,28.60543,-17.0,9.25595,90.13889,6e-05,8.45069,0.0,0.16597,2.8875,100.0,29.97447
232,2022-11-19 00:00:00+00:00,-0.41065,1.14589,1.14044,1.11672,-0.43077,-0.43393,0.14551,12.95882,-80.60079,28.60543,-17.0,9.26238,90.11111,6e-05,8.26597,0.0,0.16319,2.89167,100.0,30.58513
233,2022-11-20 00:00:00+00:00,-0.40494,1.14589,1.13635,1.11672,-0.42438,-0.42849,0.14792,12.67937,-80.60079,28.60543,-17.0,9.30531,90.08333,9e-05,8.56736,0.0,0.12847,2.90694,100.0,30.16727
234,2022-11-21 00:00:00+00:00,-0.4006,1.14589,1.13632,1.11672,-0.42008,-0.42477,0.14904,12.59821,-80.60079,28.60543,-17.0,9.30167,90.11111,8e-05,9.34097,0.0,0.14514,2.89722,100.0,31.76914
235,2022-11-22 00:00:00+00:00,-0.40008,1.14589,1.13616,1.11672,-0.41952,-0.42381,0.15093,12.41995,-80.60079,28.60543,-17.0,9.31643,90.11806,6e-05,9.27778,0.0,0.13125,2.91042,100.0,32.11518
236,2022-11-23 00:00:00+00:00,-0.40589,1.14589,1.13616,1.11672,-0.42541,-0.42913,0.15076,12.45332,-80.60079,28.60543,-17.0,9.31336,90.08333,9e-05,9.30764,0.0,0.14306,2.89861,100.0,32.65188
237,2022-11-24 00:00:00+00:00,-0.41032,1.14589,1.13616,1.11672,-0.43014,-0.43447,0.15099,12.47473,-80.60079,28.60543,-17.0,9.30377,90.20139,8e-05,9.33403,0.0,0.17083,2.88681,100.0,34.27671
238,2022-11-25 00:00:00+00:00,-0.41876,1.14589,1.13616,1.11672,-0.43827,-0.44187,0.15049,12.57028,-80.60079,28.60543,-17.0,9.29076,90.22917,0.0001,9.37708,0.0,0.17847,2.87708,100.0,36.40935
239,2022-11-26 00:00:00+00:00,-0.42439,1.14588,1.13651,1.11672,-0.44397,-0.4484,0.14884,12.72893,-80.60079,28.60543,-17.0,9.29001,90.25,0.00011,9.42431,0.0,0.19444,2.86944,100.0,37.31965
240,2022-11-27 00:00:00+00:00,-0.42849,1.14589,1.13616,1.11672,-0.44801,-0.45119,0.14773,12.79937,-80.60079,28.60543,-17.0,9.29752,90.25,8e-05,8.97778,0.0,0.17639,2.88333,100.0,37.35015
241,2022-11-28 00:00:00+00:00,-0.43023,1.14589,1.13616,1.11672,-0.45013,-0.45541,0.14808,12.79298,-80.60079,28.60543,-17.0,9.30782,90.20139,8e-05,8.96875,0.0,0.18264,2.87986,100.0,35.02055
242,2022-11-29 00:00:00+00:00,-0.42415,1.14588,1.141,1.11672,-0.4449,-0.44809,0.1463,12.94115,-80.60079,28.60543,-17.0,9.25026,90.19444,8e-05,9.01736,0.0,0.18264,2.875,100.0,33.27605
243,2022-11-30 00:00:00+00:00,-0.41942,1.14589,1.13616,1.11672,-0.43892,-0.4415,0.14618,12.95011,-80.60079,28.60543,-17.0,9.29215,90.22222,8e-05,8.94236,0.0,0.18403,2.87917,100.0,35.68124
