,date,buffer%,A-Z,B-E,B-Z,B-N,A-N,A-E,elevation(m),latitude,longitude,voltage(V),clockquality%,clockerror(s),numsatellites,antennastatus,status,locking,current(A),inputvoltage(V),temperature(C)
202,2022-10-19 00:00:00+00:00,100.0,-2.44717,1.08755,1.09133,1.09971,-2.44275,-2.4417,36.0,-80.60142,28.6048,8.73645,90.22044,0.0001,8.58116,0.0,0.18437,2.87375,0.15707,12.49985,32.81257
203,2022-10-20 00:00:00+00:00,100.0,-2.43139,1.08755,1.08827,1.09747,-2.42189,-2.42131,36.0,-80.60142,28.6048,8.67913,90.30016,5e-05,8.77567,0.0,0.21485,2.86256,0.15799,12.42935,36.49785
204,2022-10-21 00:00:00+00:00,100.0,-2.42659,1.08755,1.08811,1.09759,-2.42123,-2.41839,36.0,-80.60142,28.6048,8.63716,90.37267,6e-05,8.55124,0.0,0.22981,2.85093,0.15742,12.58734,38.49401
205,2022-10-22 00:00:00+00:00,100.0,-2.42605,1.08755,1.08798,1.0975,-2.4203,-2.41706,36.0,-80.60142,28.6048,8.60104,90.35604,0.00011,9.02012,0.0,0.23529,2.84365,0.15807,12.597,40.15947
206,2022-10-23 00:00:00+00:00,100.0,-2.4321,1.08755,1.08791,1.09738,-2.42299,-2.42258,36.0,-80.60142,28.6048,8.60463,90.35881,7e-05,8.83151,0.0,0.22777,2.84555,0.15725,12.61347,40.05972
207,2022-10-24 00:00:00+00:00,100.0,-2.43413,1.08755,1.08762,1.09727,-2.42866,-2.42657,36.0,-80.60142,28.6048,8.53389,90.31153,0.00015,9.00623,0.0,0.23364,2.84112,0.15881,12.54685,43.12921
208,2022-10-25 00:00:00+00:00,100.0,-2.44094,1.08755,1.08791,1.09745,-2.43215,-2.4317,36.0,-80.60142,28.6048,8.55715,90.30675,7e-05,8.71626,0.0,0.22239,2.85583,0.15815,12.54251,42.20054
209,2022-10-26 00:00:00+00:00,100.0,-2.44235,1.08755,1.08799,1.09744,-2.43351,-2.43349,36.0,-80.60142,28.6048,8.49192,90.4375,4e-05,8.9375,0.0,0.2625,2.825,0.15938,12.53484,44.85268
210,2022-10-27 00:00:00+00:00,100.0,-2.44639,1.08755,1.08767,1.09727,-2.44035,-2.43761,36.0,-80.60142,28.6048,8.51985,90.46368,6e-05,8.8609,0.0,0.2473,2.84544,0.15923,12.46667,43.8411
211,2022-10-28 00:00:00+00:00,100.0,-2.45182,1.08755,1.08755,1.09727,-2.44041,-2.44011,36.0,-80.60142,28.6048,8.58538,90.49914,7e-05,8.93115,0.0,0.25301,2.83993,0.15891,12.48839,41.12404
212,2022-10-29 00:00:00+00:00,100.0,-2.45265,1.08755,1.08755,1.09727,-2.44729,-2.44427,36.0,-80.60142,28.6048,8.58533,90.38035,8e-05,8.93819,0.0,0.23138,2.8542,0.15816,12.49246,41.22428
213,2022-10-30 00:00:00+00:00,100.0,-2.45533,1.08755,1.08755,1.09727,-2.45071,-2.44798,36.0,-80.60142,28.6048,8.54744,90.28436,9e-05,8.8357,0.0,0.21011,2.86098,0.15779,12.54771,42.73903
214,2022-10-31 00:00:00+00:00,100.0,-2.45986,1.08755,1.08755,1.09727,-2.45114,-2.45004,36.0,-80.60142,28.6048,8.55334,90.34653,8e-05,9.05281,0.0,0.22277,2.84983,0.15736,12.55678,42.56073
215,2022-11-01 00:00:00+00:00,100.0,-2.4623,1.08755,1.08755,1.09727,-2.45148,-2.45126,36.0,-80.60142,28.6048,8.58518,90.29549,7e-05,8.99689,0.0,0.20995,2.85848,0.15846,12.48857,41.02603
216,2022-11-02 00:00:00+00:00,100.0,-2.46246,1.08755,1.08755,1.09727,-2.4526,-2.45215,36.0,-80.60142,28.6048,8.55448,90.35294,2e-05,8.85882,0.0,0.21513,2.86387,0.15812,12.57773,42.70415
217,2022-11-03 00:00:00+00:00,100.0,-2.4616,1.08755,1.08755,1.09727,-2.45438,-2.45258,36.0,-80.60142,28.6048,8.60598,90.41801,9e-05,8.83441,0.0,0.23473,2.84244,0.15769,12.57339,40.29823
218,2022-11-04 00:00:00+00:00,100.0,-2.46207,1.08755,1.08755,1.09727,-2.45247,-2.45228,36.0,-80.60142,28.6048,8.59722,90.24119,4e-05,8.47866,0.0,0.19295,2.86456,0.16468,12.00607,41.17524
219,2022-11-05 00:00:00+00:00,100.0,-2.46149,1.08755,1.08755,1.09727,-2.45177,-2.45177,36.0,-80.60142,28.6048,8.717,90.0,0.0,7.0,0.0,0.0,3.0,0.166,11.376,35.52067
220,2022-11-16 17:00:00+00:00,100.0,-2.44092,1.08755,1.08755,1.09727,-2.43048,-2.43006,36.0,-80.60142,28.6048,8.6733,90.33254,9e-05,8.36817,0.0,0.23278,2.84798,0.15861,12.60463,40.19613
221,2022-11-17 00:00:00+00:00,100.0,-2.44061,1.08978,1.09217,1.10142,-2.43121,-2.43108,36.0,-80.60142,28.6048,8.83883,90.30556,4e-05,8.6125,0.0,0.17708,2.89028,0.15685,12.50551,30.92974
222,2022-11-18 00:00:00+00:00,100.0,-2.42518,1.09385,1.09446,1.10411,-2.41763,-2.41691,36.0,-80.60142,28.6048,8.8729,90.29167,8e-05,8.49861,0.0,0.18125,2.88194,0.1532,12.73436,27.85388
223,2022-11-19 00:00:00+00:00,100.0,-2.41215,1.09271,1.09356,1.10312,-2.40383,-2.40354,36.0,-80.60142,28.6048,8.84637,90.29861,0.00011,8.73819,0.0,0.19167,2.87014,0.1537,12.74352,29.41525
224,2022-11-20 00:00:00+00:00,100.0,-2.40572,1.08816,1.09454,1.104,-2.40056,-2.39915,36.0,-80.60142,28.6048,8.84971,90.19444,7e-05,8.61597,0.0,0.15417,2.89722,0.15612,12.48909,30.10986
225,2022-11-21 00:00:00+00:00,100.0,-2.40474,1.0877,1.09152,1.0999,-2.39926,-2.39751,36.0,-80.60142,28.6048,8.82378,90.26389,8e-05,9.03611,0.0,0.16875,2.89028,0.15667,12.46991,31.61195
226,2022-11-22 00:00:00+00:00,100.0,-2.41084,1.08755,1.08756,1.09727,-2.40394,-2.40335,36.0,-80.60142,28.6048,8.81884,90.14583,8e-05,9.04514,0.0,0.13403,2.90764,0.15763,12.34676,32.18335
227,2022-11-23 00:00:00+00:00,100.0,-2.41408,1.08755,1.08843,1.09744,-2.40629,-2.40591,36.0,-80.60142,28.6048,8.81347,90.26389,0.00011,9.03264,0.0,0.16944,2.88056,0.15672,12.46157,32.34261
228,2022-11-24 00:00:00+00:00,100.0,-2.4245,1.08755,1.08828,1.09743,-2.41642,-2.41548,36.0,-80.60142,28.6048,8.78442,90.27083,8e-05,9.04861,0.0,0.17153,2.88403,0.15529,12.59567,33.8624
229,2022-11-25 00:00:00+00:00,100.0,-2.43472,1.08755,1.08922,1.09828,-2.42661,-2.42569,36.0,-80.60142,28.6048,8.76053,90.25694,5e-05,8.99583,0.0,0.17222,2.88819,0.15393,12.7634,35.17803
230,2022-11-26 00:00:00+00:00,100.0,-2.44499,1.08755,1.08755,1.09727,-2.43681,-2.43596,36.0,-80.60142,28.6048,8.76747,90.30556,7e-05,8.94583,0.0,0.18194,2.88056,0.15288,12.82676,35.0418
231,2022-11-27 00:00:00+00:00,100.0,-2.45152,1.08755,1.08755,1.09727,-2.44217,-2.44144,36.0,-80.60142,28.6048,8.75382,90.23611,7e-05,8.94861,0.0,0.17222,2.88611,0.1534,12.78692,35.78482
232,2022-11-28 00:00:00+00:00,100.0,-2.45294,1.08766,1.09034,1.09999,-2.44535,-2.44447,36.0,-80.60142,28.6048,8.81409,90.23611,6e-05,8.94653,0.0,0.17361,2.89028,0.15299,12.8162,32.41396
233,2022-11-29 00:00:00+00:00,100.0,-2.44413,1.09308,1.09328,1.10302,-2.4354,-2.43432,36.0,-80.60142,28.6048,8.8316,90.25694,7e-05,8.84722,0.0,0.18472,2.87431,0.1528,12.83182,29.91585
234,2022-11-30 00:00:00+00:00,100.0,-2.43818,1.08755,1.09244,1.10211,-2.43123,-2.43053,36.0,-80.60142,28.6048,8.78004,90.32639,0.00013,8.82014,0.0,0.19722,2.86458,0.15337,12.82339,33.80328
235,2022-12-01 00:00:00+00:00,100.0,-2.43962,1.08755,1.09193,1.10164,-2.43247,-2.43194,36.0,-80.60142,28.6048,8.8069,90.23611,7e-05,8.78611,0.0,0.16736,2.88472,0.15209,12.86814,32.61802
